team_name,season,player_id,player_position
Cleveland Cavaliers,2017-18,l/loveke01,C
Cleveland Cavaliers,2017-18,n/nancela02,C
Cleveland Cavaliers,2017-18,o/osmande01,SF
Cleveland Cavaliers,2017-18,p/perkike01,C
Cleveland Cavaliers,2017-18,p/perralo01,PG
Cleveland Cavaliers,2017-18,r/rosede01,PG
Cleveland Cavaliers,2017-18,s/shumpim01,SG
Cleveland Cavaliers,2017-18,s/smithjr01,SG
Cleveland Cavaliers,2017-18,t/thomais02,PG
Cleveland Cavaliers,2017-18,t/thomptr01,C
Cleveland Cavaliers,2017-18,w/wadedw01,SG
Cleveland Cavaliers,2017-18,z/zizican01,C
Cleveland Cavaliers,2016-17,a/anderch01,C
Cleveland Cavaliers,2016-17,b/bogutan01,C
Cleveland Cavaliers,2016-17,d/dunlemi02,SF
Cleveland Cavaliers,2016-17,f/feldeka01,PG
Cleveland Cavaliers,2016-17,f/fryech01,C
Cleveland Cavaliers,2016-17,i/irvinky01,PG
Cleveland Cavaliers,2016-17,j/jamesle01,SF
Cleveland Cavaliers,2016-17,j/jefferi01,SF
Cleveland Cavaliers,2016-17,j/jonesda02,SF
Cleveland Cavaliers,2016-17,j/jonesja02,SF
Cleveland Cavaliers,2016-17,k/korveky01,SG
Cleveland Cavaliers,2016-17,l/liggide01,SG
Cleveland Cavaliers,2016-17,l/loveke01,PF
Cleveland Cavaliers,2016-17,m/mcraejo01,SG
Cleveland Cavaliers,2016-17,s/sandela01,C
Cleveland Cavaliers,2016-17,s/shumpim01,SG
Cleveland Cavaliers,2016-17,s/smithjr01,SG
Cleveland Cavaliers,2016-17,t/tavarwa01,C
Cleveland Cavaliers,2016-17,t/thomptr01,C
Cleveland Cavaliers,2016-17,w/willide01,PG
Cleveland Cavaliers,2016-17,w/willide02,PF
Cleveland Cavaliers,2015-16,c/cunnija01,SG
Cleveland Cavaliers,2015-16,d/dellama01,PG
Cleveland Cavaliers,2015-16,f/fryech01,C
Cleveland Cavaliers,2015-16,h/harrijo01,SG
Cleveland Cavaliers,2015-16,i/irvinky01,PG
Cleveland Cavaliers,2015-16,j/jamesle01,SF
Cleveland Cavaliers,2015-16,j/jefferi01,SF
Cleveland Cavaliers,2015-16,j/jonesda02,SF
Cleveland Cavaliers,2015-16,j/jonesja02,SF
Cleveland Cavaliers,2015-16,k/kaunsa01,C
Cleveland Cavaliers,2015-16,l/loveke01,PF
Cleveland Cavaliers,2015-16,m/mcraejo01,PG
Cleveland Cavaliers,2015-16,m/mozgoti01,C
Cleveland Cavaliers,2015-16,s/shumpim01,SG
Cleveland Cavaliers,2015-16,s/smithjr01,SG
Cleveland Cavaliers,2015-16,t/thomptr01,PF
Cleveland Cavaliers,2015-16,v/varejan01,C
Cleveland Cavaliers,2015-16,w/willima01,PG
Dallas Mavericks,2025-26,m/marshna01,SF
Dallas Mavericks,2025-26,f/flaggco01,SF
Dallas Mavericks,2025-26,c/chrisma02,SG
Dallas Mavericks,2025-26,t/thompkl01,SF
Dallas Mavericks,2025-26,w/willibr03,PG
Dallas Mavericks,2025-26,w/washipj01,PF
Dallas Mavericks,2025-26,m/martica02,SF
Dallas Mavericks,2025-26,r/russeda01,PG
Dallas Mavericks,2025-26,g/gaffoda01,C
Dallas Mavericks,2025-26,h/hardyja02,SG
Dallas Mavericks,2025-26,p/poweldw01,C
Dallas Mavericks,2025-26,n/nembhry01,PG
Dallas Mavericks,2025-26,c/cissemo01,C
Dallas Mavericks,2025-26,d/davisan02,PF
Dallas Mavericks,2025-26,l/livelde01,C
Dallas Mavericks,2025-26,k/kellymi02,PG
Dallas Mavericks,2025-26,i/irvinky01,SG
Dallas Mavericks,2025-26,e/exumda01,PG
Dallas Mavericks,2024-25,b/brownmo01,C
Dallas Mavericks,2024-25,c/chrisma02,SG
Dallas Mavericks,2024-25,d/davisan02,PF
Dallas Mavericks,2024-25,d/dinwisp01,PG
Dallas Mavericks,2024-25,d/doncilu01,PG
Dallas Mavericks,2024-25,e/edwarke02,SF
Dallas Mavericks,2024-25,e/exumda01,PG
Dallas Mavericks,2024-25,g/gaffoda01,C
Dallas Mavericks,2024-25,g/gortmja01,PG
Dallas Mavericks,2024-25,g/grimequ01,SG
Dallas Mavericks,2024-25,h/hardyja02,SG
Dallas Mavericks,2024-25,i/irvinky01,SG
Dallas Mavericks,2024-25,j/joneska01,C
Dallas Mavericks,2024-25,k/kelleky01,C
Dallas Mavericks,2024-25,k/klebima01,PF
Dallas Mavericks,2024-25,l/livelde01,C
Dallas Mavericks,2024-25,m/marshna01,SF
Dallas Mavericks,2024-25,m/martica02,SF
Dallas Mavericks,2024-25,m/morrima02,PF
Dallas Mavericks,2024-25,p/poweldw01,C
Dallas Mavericks,2024-25,p/prospol01,PF
Dallas Mavericks,2024-25,t/thompkl01,SF
Dallas Mavericks,2024-25,w/washipj01,PF
Dallas Mavericks,2024-25,w/willibr03,PG
Dallas Mavericks,2023-24,b/browngr01,PF
Dallas Mavericks,2023-24,c/curryse01,SG
Dallas Mavericks,2023-24,d/dennide01,SG
Dallas Mavericks,2023-24,d/doncilu01,PG
Dallas Mavericks,2023-24,e/exumda01,PG
Dallas Mavericks,2023-24,f/fudgeal01,SF
Dallas Mavericks,2023-24,g/gaffoda01,PF
Dallas Mavericks,2023-24,g/greenjo02,SG
Dallas Mavericks,2023-24,h/hardati02,SF
Dallas Mavericks,2023-24,h/hardyja02,SG
Dallas Mavericks,2023-24,h/holmeri01,C
Dallas Mavericks,2023-24,i/irvinky01,SG
Dallas Mavericks,2023-24,j/jonesde02,SF
Dallas Mavericks,2023-24,k/klebima01,C
Dallas Mavericks,2023-24,l/lawsoaj01,SG
Dallas Mavericks,2023-24,l/livelde01,C
Dallas Mavericks,2023-24,m/morrima02,PF
Dallas Mavericks,2023-24,p/poweldw01,C
Dallas Mavericks,2023-24,p/prospol01,PF
Dallas Mavericks,2023-24,w/washipj01,PF
Dallas Mavericks,2023-24,w/willibr03,PG
Dallas Mavericks,2023-24,w/willigr01,PF
Dallas Mavericks,2022-23,b/bertada01,PF
Dallas Mavericks,2022-23,b/bullore01,SF
Dallas Mavericks,2022-23,c/campafa01,PG
Dallas Mavericks,2022-23,d/dinwisp01,SG
Dallas Mavericks,2022-23,d/doncilu01,PG
Dallas Mavericks,2022-23,d/dorsety01,SF
Dallas Mavericks,2022-23,f/finnedo01,PF
Dallas Mavericks,2022-23,g/greenjo02,SG
Dallas Mavericks,2022-23,h/hardati02,SF
Dallas Mavericks,2022-23,h/hardyja02,SG
Dallas Mavericks,2022-23,h/holidju01,SF
Dallas Mavericks,2022-23,i/irvinky01,SG
Dallas Mavericks,2022-23,k/klebima01,PF
Dallas Mavericks,2022-23,l/lawsoaj01,SG
Dallas Mavericks,2022-23,m/mcgeeja01,C
Dallas Mavericks,2022-23,m/morrima02,PF
Dallas Mavericks,2022-23,n/ntilila01,SG
Dallas Mavericks,2022-23,p/pinsoth01,SG
Dallas Mavericks,2022-23,p/poweldw01,C
Dallas Mavericks,2022-23,s/silvach01,PF
Dallas Mavericks,2022-23,w/walkeke02,PG
Dallas Mavericks,2022-23,w/woodch01,C
Dallas Mavericks,2022-23,w/wrighmc01,PG
Dallas Mavericks,2021-22,b/bertada01,PF
Dallas Mavericks,2021-22,b/brownch02,SG
Dallas Mavericks,2021-22,b/brownmo01,C
Dallas Mavericks,2021-22,b/brownst02,SG
Dallas Mavericks,2021-22,b/brunsja01,SG
Dallas Mavericks,2021-22,b/bullore01,SF
Dallas Mavericks,2021-22,b/burketr01,PG
Dallas Mavericks,2021-22,c/caulewi01,C
Dallas Mavericks,2021-22,c/chrisma01,PF
Dallas Mavericks,2021-22,d/dinwisp01,PG
Dallas Mavericks,2021-22,d/doncilu01,PG
Dallas Mavericks,2021-22,f/finnedo01,PF
Dallas Mavericks,2021-22,g/greenjo02,SG
Dallas Mavericks,2021-22,h/hardati02,SG
Dallas Mavericks,2021-22,j/jonesca03,PG
Dallas Mavericks,2021-22,k/kingge03,SF
Dallas Mavericks,2021-22,k/klebima01,PF
Dallas Mavericks,2021-22,k/knighbr03,PG
Dallas Mavericks,2021-22,m/marjabo01,C
Dallas Mavericks,2021-22,m/mclauja01,PG
Dallas Mavericks,2021-22,n/ntilila01,SG
Dallas Mavericks,2021-22,o/omorueu01,SF
Dallas Mavericks,2021-22,p/pinsoth01,SF
Dallas Mavericks,2021-22,p/porzikr01,PF
Dallas Mavericks,2021-22,p/poweldw01,C
Dallas Mavericks,2021-22,t/thomais02,PG
Dallas Mavericks,2021-22,w/wrighmo01,PF
Dallas Mavericks,2020-21,b/beyty01,SF
Dallas Mavericks,2020-21,b/brunsja01,PG
Dallas Mavericks,2020-21,b/burketr01,PG
Dallas Mavericks,2020-21,c/caulewi01,C
Dallas Mavericks,2020-21,d/doncilu01,PG
Dallas Mavericks,2020-21,f/finnedo01,PF
Dallas Mavericks,2020-21,g/greenjo02,SG
Dallas Mavericks,2020-21,h/hardati02,SG
Dallas Mavericks,2020-21,h/hintona01,SG
Dallas Mavericks,2020-21,i/iwundwe01,SF
Dallas Mavericks,2020-21,j/johnsja01,PF
Dallas Mavericks,2020-21,k/klebima01,PF
Dallas Mavericks,2020-21,m/marjabo01,C
Dallas Mavericks,2020-21,m/mellini01,PF
Dallas Mavericks,2020-21,p/porzikr01,C
Dallas Mavericks,2020-21,p/poweldw01,C
Dallas Mavericks,2020-21,r/redicjj01,SG
Dallas Mavericks,2020-21,r/richajo01,SG
Dallas Mavericks,2020-21,t/terryty01,PG
Dallas Mavericks,2019-20,b/bareajo01,PG
Dallas Mavericks,2019-20,b/broekry01,SF
Dallas Mavericks,2019-20,b/brunsja01,PG
Dallas Mavericks,2019-20,b/burketr01,PG
Dallas Mavericks,2019-20,c/caulewi01,C
Dallas Mavericks,2019-20,c/clevean01,SG
Dallas Mavericks,2019-20,c/curryse01,SG
Dallas Mavericks,2019-20,d/doncilu01,PG
Dallas Mavericks,2019-20,f/finnedo01,PF
Dallas Mavericks,2019-20,h/hardati02,SG
Dallas Mavericks,2019-20,j/jacksju01,PF
Dallas Mavericks,2019-20,k/kiddgmi01,PF
Dallas Mavericks,2019-20,k/klebima01,PF
Dallas Mavericks,2019-20,l/leeco01,SG
Dallas Mavericks,2019-20,m/marjabo01,C
Dallas Mavericks,2019-20,p/porzikr01,C
Dallas Mavericks,2019-20,p/poweldw01,C
Dallas Mavericks,2019-20,r/reavejo02,SF
Dallas Mavericks,2019-20,w/wrighde01,PG
Dallas Mavericks,2018-19,a/antetko01,PF
Dallas Mavericks,2018-19,b/bareajo01,PG
Dallas Mavericks,2018-19,b/barneha02,PF
Dallas Mavericks,2018-19,b/broekry01,SG
Dallas Mavericks,2018-19,b/brunsja01,PG
Dallas Mavericks,2018-19,b/burketr01,PG
Dallas Mavericks,2018-19,d/doncilu01,SG
Dallas Mavericks,2018-19,f/finnedo01,SF
Dallas Mavericks,2018-19,h/hardati02,SG
Dallas Mavericks,2018-19,h/harride01,PG
Dallas Mavericks,2018-19,j/jacksju01,SF
Dallas Mavericks,2018-19,j/jordade01,C
Dallas Mavericks,2018-19,k/klebima01,PF
Dallas Mavericks,2018-19,l/leeco01,SG
Dallas Mavericks,2018-19,m/maconda01,SG
Dallas Mavericks,2018-19,m/matthwe02,SF
Dallas Mavericks,2018-19,m/mejrisa01,C
Dallas Mavericks,2018-19,n/nowitdi01,PF
Dallas Mavericks,2018-19,p/poweldw01,C
Dallas Mavericks,2018-19,s/smithde03,PG
Dallas Mavericks,2018-19,s/spaldra01,PF
Dallas Mavericks,2017-18,b/bareajo01,PG
Dallas Mavericks,2017-18,b/barneha02,PF
Dallas Mavericks,2017-18,c/clavegi01,SG
Dallas Mavericks,2017-18,c/clevean01,SG
Dallas Mavericks,2017-18,c/colliky01,SF
Dallas Mavericks,2017-18,f/ferreyo01,SG
Dallas Mavericks,2017-18,f/finnedo01,PF
Dallas Mavericks,2017-18,h/harride01,PG
Dallas Mavericks,2017-18,h/harriaa01,SG
Dallas Mavericks,2017-18,h/hopsosc01,SG
Dallas Mavericks,2017-18,j/jonesja04,SF
Dallas Mavericks,2017-18,k/klebima01,PF
Dallas Mavericks,2017-18,m/matthwe02,SF
Dallas Mavericks,2017-18,m/mcderdo01,SF
Dallas Mavericks,2017-18,m/mcrobjo01,PF
Dallas Mavericks,2017-18,m/mejrisa01,C
Dallas Mavericks,2017-18,m/motlejo01,PF
Dallas Mavericks,2017-18,n/noelne01,C
Dallas Mavericks,2017-18,n/nowitdi01,C
Dallas Mavericks,2017-18,p/poweldw01,C
Dallas Mavericks,2017-18,s/smithde03,PG
Dallas Mavericks,2017-18,w/warneja01,PF
Dallas Mavericks,2017-18,w/witheje01,C
Dallas Mavericks,2016-17,a/acyqu01,PF
Dallas Mavericks,2016-17,a/anderju01,SF
Dallas Mavericks,2016-17,b/bareajo01,PG
Dallas Mavericks,2016-17,b/barneha02,PF
Dallas Mavericks,2016-17,b/bentibe01,PF
Dallas Mavericks,2016-17,b/bogutan01,C
Dallas Mavericks,2016-17,b/brussni01,SG
Dallas Mavericks,2016-17,c/cookqu01,PG
Dallas Mavericks,2016-17,c/curryse01,PG
Dallas Mavericks,2016-17,f/ferreyo01,PG
Dallas Mavericks,2016-17,f/finnedo01,PF
Dallas Mavericks,2016-17,g/gibsojo01,PG
Dallas Mavericks,2016-17,h/hammoaj01,C
Dallas Mavericks,2016-17,h/harride01,PG
Dallas Mavericks,2016-17,h/harrima01,SG
Dallas Mavericks,2016-17,j/jackspi01,PG
Dallas Mavericks,2016-17,l/liggide01,SG
Dallas Mavericks,2016-17,m/matthwe02,SG
Dallas Mavericks,2016-17,m/mejrisa01,C
Dallas Mavericks,2016-17,n/noelne01,C
Dallas Mavericks,2016-17,n/nowitdi01,PF
Dallas Mavericks,2016-17,p/poweldw01,C
Dallas Mavericks,2016-17,u/uthofja01,PF
Dallas Mavericks,2016-17,w/willide01,PG
Dallas Mavericks,2015-16,a/anderju01,SF
Dallas Mavericks,2015-16,b/bareajo01,PG
Dallas Mavericks,2015-16,e/evansje01,SF
Dallas Mavericks,2015-16,f/feltora01,PG
Dallas Mavericks,2015-16,h/harride01,PG
Dallas Mavericks,2015-16,j/jenkijo01,SG
Dallas Mavericks,2015-16,l/leeda02,PF
Dallas Mavericks,2015-16,m/matthwe02,SF
Dallas Mavericks,2015-16,m/mcgeeja01,C
Dallas Mavericks,2015-16,m/mejrisa01,C
Dallas Mavericks,2015-16,n/nowitdi01,PF
Dallas Mavericks,2015-16,p/pachuza01,C
Dallas Mavericks,2015-16,p/parsoch01,SF
Dallas Mavericks,2015-16,p/poweldw01,PF
Dallas Mavericks,2015-16,v/villach01,PF
Dallas Mavericks,2015-16,w/willide01,PG
Denver Nuggets,2025-26,b/brownbr01,SG
Denver Nuggets,2025-26,h/hardati02,SG
Denver Nuggets,2025-26,m/murraja01,PG
Denver Nuggets,2025-26,w/watsope01,SF
Denver Nuggets,2025-26,v/valanjo01,C
Denver Nuggets,2025-26,j/jokicni01,C
Denver Nuggets,2025-26,j/jonessp01,SF
Denver Nuggets,2025-26,j/johnsca02,SF
Denver Nuggets,2025-26,n/nnajize01,PF
Denver Nuggets,2025-26,p/pickeja02,SG
Denver Nuggets,2025-26,s/strawju01,SG
Denver Nuggets,2025-26,g/gordoaa01,PF
Denver Nuggets,2025-26,t/tysonhu01,PF
Denver Nuggets,2025-26,b/braunch01,SG
Denver Nuggets,2025-26,h/holmeda01,PF
Denver Nuggets,2025-26,j/jonescu01,SG
Denver Nuggets,2025-26,b/batesta01,SG
Denver Nuggets,2024-25,a/alexatr01,SG
Denver Nuggets,2024-25,b/braunch01,SG
Denver Nuggets,2024-25,c/cancavl01,PF
Denver Nuggets,2024-25,g/gordoaa01,PF
Denver Nuggets,2024-25,h/hallpj01,C
Denver Nuggets,2024-25,j/jokicni01,C
Denver Nuggets,2024-25,j/jonessp01,SF
Denver Nuggets,2024-25,j/jordade01,C
Denver Nuggets,2024-25,m/murraja01,PG
Denver Nuggets,2024-25,n/nnajize01,PF
Denver Nuggets,2024-25,p/pickeja02,SG
Denver Nuggets,2024-25,p/portemi01,SF
Denver Nuggets,2024-25,s/saricda01,C
Denver Nuggets,2024-25,s/strawju01,SG
Denver Nuggets,2024-25,t/tysonhu01,PF
Denver Nuggets,2024-25,w/watsope01,SF
Denver Nuggets,2024-25,w/westbru01,PG
Denver Nuggets,2023-24,b/braunch01,SG
Denver Nuggets,2023-24,c/caldwke01,SG
Denver Nuggets,2023-24,g/gilleco01,PG
Denver Nuggets,2023-24,g/gordoaa01,PF
Denver Nuggets,2023-24,h/holidju01,SG
Denver Nuggets,2023-24,h/huffja01,C
Denver Nuggets,2023-24,j/jacksre01,PG
Denver Nuggets,2023-24,j/jokicni01,C
Denver Nuggets,2023-24,j/jordade01,C
Denver Nuggets,2023-24,k/keybr01,SF
Denver Nuggets,2023-24,m/murraja01,PG
Denver Nuggets,2023-24,n/nnajize01,PF
Denver Nuggets,2023-24,p/pickeja02,SG
Denver Nuggets,2023-24,p/portemi01,SF
Denver Nuggets,2023-24,s/strawju01,SF
Denver Nuggets,2023-24,t/tysonhu01,PF
Denver Nuggets,2023-24,w/watsope01,SF
Denver Nuggets,2022-23,b/braunch01,SG
Denver Nuggets,2022-23,b/brownbr01,SF
Denver Nuggets,2022-23,b/bryanth01,C
Denver Nuggets,2022-23,c/caldwke01,SG
Denver Nuggets,2022-23,c/cancavl01,PF
Denver Nuggets,2022-23,g/gordoaa01,PF
Denver Nuggets,2022-23,g/greenje02,PF
Denver Nuggets,2022-23,h/hylanbo01,PG
Denver Nuggets,2022-23,j/jacksre01,PG
Denver Nuggets,2022-23,j/jokicni01,C
Denver Nuggets,2022-23,j/jordade01,C
Denver Nuggets,2022-23,m/murraja01,PG
Denver Nuggets,2022-23,n/nnajize01,PF
Denver Nuggets,2022-23,p/portemi01,SF
Denver Nuggets,2022-23,r/reedda01,SG
Denver Nuggets,2022-23,s/smithis01,PG
Denver Nuggets,2022-23,w/watsope01,SG
Denver Nuggets,2022-23,w/whiteja03,SF
Denver Nuggets,2021-22,b/bartowi01,SG
Denver Nuggets,2021-22,b/bolbo01,PF
Denver Nuggets,2021-22,c/campafa01,PG
Denver Nuggets,2021-22,c/cancavl01,PF
Denver Nuggets,2021-22,c/cornepe01,PF
Denver Nuggets,2021-22,c/couside01,C
Denver Nuggets,2021-22,d/doziepj01,SG
Denver Nuggets,2021-22,e/ennisja01,SF
Denver Nuggets,2021-22,f/forbebr01,SG
Denver Nuggets,2021-22,g/gordoaa01,PF
Denver Nuggets,2021-22,g/greenja01,PF
Denver Nuggets,2021-22,g/greenje02,PF
Denver Nuggets,2021-22,h/howarma02,SG
Denver Nuggets,2021-22,h/hylanbo01,SG
Denver Nuggets,2021-22,j/jokicni01,C
Denver Nuggets,2021-22,j/jonesca03,PG
Denver Nuggets,2021-22,m/morrimo01,PG
Denver Nuggets,2021-22,n/nnajize01,PF
Denver Nuggets,2021-22,p/portemi01,SF
Denver Nuggets,2021-22,r/reedda01,SG
Denver Nuggets,2021-22,r/riverau01,SG
Denver Nuggets,2021-22,t/tuckera01,SG
Denver Nuggets,2020-21,b/bartowi01,SF
Denver Nuggets,2020-21,b/bolbo01,PF
Denver Nuggets,2020-21,c/campafa01,PG
Denver Nuggets,2020-21,c/cancavl01,PF
Denver Nuggets,2020-21,c/clarkga01,SF
Denver Nuggets,2020-21,d/doziepj01,SG
Denver Nuggets,2020-21,g/gordoaa01,PF
Denver Nuggets,2020-21,g/greenja01,PF
Denver Nuggets,2020-21,h/hamptrj01,SG
Denver Nuggets,2020-21,h/harriga01,SG
Denver Nuggets,2020-21,h/harrish01,SG
Denver Nuggets,2020-21,h/harteis01,C
Denver Nuggets,2020-21,h/howarma02,SG
Denver Nuggets,2020-21,j/jokicni01,C
Denver Nuggets,2020-21,m/mcgeeja01,C
Denver Nuggets,2020-21,m/millspa01,PF
Denver Nuggets,2020-21,m/morrimo01,PG
Denver Nuggets,2020-21,m/murraja01,PG
Denver Nuggets,2020-21,n/nnajize01,PF
Denver Nuggets,2020-21,p/portemi01,SF
Denver Nuggets,2020-21,r/riverau01,SG
Denver Nuggets,2020-21,w/whittgr01,PF
Denver Nuggets,2019-20,b/bartowi01,SF
Denver Nuggets,2019-20,b/bateske01,SF
Denver Nuggets,2019-20,b/beaslma01,SG
Denver Nuggets,2019-20,b/bolbo01,PF
Denver Nuggets,2019-20,c/cancavl01,PF
Denver Nuggets,2019-20,c/cookty01,SF
Denver Nuggets,2019-20,c/craigto01,SF
Denver Nuggets,2019-20,d/danietr01,SG
Denver Nuggets,2019-20,d/doziepj01,SG
Denver Nuggets,2019-20,g/grantje01,PF
Denver Nuggets,2019-20,h/harriga01,SG
Denver Nuggets,2019-20,h/hernaju01,PF
Denver Nuggets,2019-20,j/jokicni01,C
Denver Nuggets,2019-20,m/mcraejo01,SG
Denver Nuggets,2019-20,m/millspa01,PF
Denver Nuggets,2019-20,m/morrimo01,PG
Denver Nuggets,2019-20,m/murraja01,PG
Denver Nuggets,2019-20,p/plumlma01,C
Denver Nuggets,2019-20,p/portemi01,SF
Denver Nuggets,2019-20,v/vandeja01,PF
Denver Nuggets,2019-20,v/vonleno01,C
Denver Nuggets,2018-19,a/akoonde01,SG
Denver Nuggets,2018-19,b/bartowi01,SF
Denver Nuggets,2018-19,b/beaslma01,SG
Denver Nuggets,2018-19,c/craigto01,SF
Denver Nuggets,2018-19,g/goodwbr01,PG
Denver Nuggets,2018-19,h/harriga01,SG
Denver Nuggets,2018-19,h/hernaju01,PF
Denver Nuggets,2018-19,j/jokicni01,C
Denver Nuggets,2018-19,l/lydonty01,PF
Denver Nuggets,2018-19,l/lylestr01,PF
Denver Nuggets,2018-19,m/millspa01,PF
Denver Nuggets,2018-19,m/morrimo01,PG
Denver Nuggets,2018-19,m/murraja01,PG
Denver Nuggets,2018-19,p/plumlma01,C
Denver Nuggets,2018-19,t/thomais02,SG
Denver Nuggets,2018-19,v/vandeja01,PF
Denver Nuggets,2018-19,w/welshth01,C
Denver Nuggets,2018-19,y/youngni01,SG
Denver Nuggets,2017-18,a/arthuda01,PF
Denver Nuggets,2017-18,b/bartowi01,SG
Denver Nuggets,2017-18,b/beaslma01,SG
Denver Nuggets,2017-18,c/chandwi01,SF
Denver Nuggets,2017-18,c/craigto01,SF
Denver Nuggets,2017-18,f/farieke01,PF
Denver Nuggets,2017-18,h/harride01,PG
Denver Nuggets,2017-18,h/harriga01,SG
Denver Nuggets,2017-18,h/hernaju01,PF
Denver Nuggets,2017-18,j/jefferi01,SF
Denver Nuggets,2017-18,j/jokicni01,C
Denver Nuggets,2017-18,l/lydonty01,PF
Denver Nuggets,2017-18,l/lylestr01,PF
Denver Nuggets,2017-18,m/millspa01,PF
Denver Nuggets,2017-18,m/morrimo01,PG
Denver Nuggets,2017-18,m/mudiaem01,PG
Denver Nuggets,2017-18,m/murraja01,PG
Denver Nuggets,2017-18,p/plumlma01,C
Denver Nuggets,2016-17,a/arthuda01,PF
Denver Nuggets,2016-17,b/bartowi01,SG
Denver Nuggets,2016-17,b/beaslma01,SG
Denver Nuggets,2016-17,c/chandwi01,SF
Denver Nuggets,2016-17,f/farieke01,PF
Denver Nuggets,2016-17,g/gallida01,SF
Denver Nuggets,2016-17,g/geeal01,SF
Denver Nuggets,2016-17,h/harriga01,SG
Denver Nuggets,2016-17,h/hernaju01,PF
Denver Nuggets,2016-17,h/hibbero01,C
Denver Nuggets,2016-17,j/jokicni01,C
Denver Nuggets,2016-17,m/millemi01,SF
Denver Nuggets,2016-17,m/mudiaem01,PG
Denver Nuggets,2016-17,m/murraja01,SG
Denver Nuggets,2016-17,n/nelsoja01,PG
Denver Nuggets,2016-17,n/nurkiju01,C
Denver Nuggets,2016-17,o/obryajo01,PF
Denver Nuggets,2016-17,p/plumlma01,C
Denver Nuggets,2016-17,s/stokeja01,C
Denver Nuggets,2015-16,a/arthuda01,PF
Denver Nuggets,2015-16,a/augusdj01,PG
Denver Nuggets,2015-16,b/bartowi01,SG
Denver Nuggets,2015-16,f/farieke01,PF
Denver Nuggets,2015-16,f/foyera01,SG
Denver Nuggets,2015-16,g/gallida01,SF
Denver Nuggets,2015-16,g/greener01,PG
Denver Nuggets,2015-16,h/harriga01,SG
Denver Nuggets,2015-16,h/hicksjj01,C
Denver Nuggets,2015-16,j/jokicni01,C
Denver Nuggets,2015-16,k/kilpase01,SG
Denver Nuggets,2015-16,l/lauvejo01,C
Denver Nuggets,2015-16,m/millemi01,SF
Denver Nuggets,2015-16,m/mudiaem01,PG
Denver Nuggets,2015-16,n/nelsoja01,PG
Denver Nuggets,2015-16,n/nurkiju01,C
Denver Nuggets,2015-16,p/papanko01,SF
Denver Nuggets,2015-16,s/sampsja02,SF
Denver Nuggets,2015-16,t/toupaax01,SF
Detroit Pistons,2025-26,g/greenja02,SG
Detroit Pistons,2025-26,r/robindu01,SF
Detroit Pistons,2025-26,h/hollaro01,SF
Detroit Pistons,2025-26,c/cunnica01,PG
Detroit Pistons,2025-26,s/stewais01,C
Detroit Pistons,2025-26,t/thompau01,SF
Detroit Pistons,2025-26,d/durenja01,C
Detroit Pistons,2025-26,j/jenkida01,PG
Detroit Pistons,2025-26,r/reedpa01,C
Detroit Pistons,2025-26,l/leverca01,SG
Detroit Pistons,2025-26,h/harrito02,PF
Detroit Pistons,2025-26,i/iveyja01,SG
Detroit Pistons,2025-26,l/laniech01,SG
Detroit Pistons,2025-26,s/sassema01,PG
Detroit Pistons,2025-26,k/klintbo01,SF
Detroit Pistons,2025-26,s/smithto05,PF
Detroit Pistons,2025-26,m/moorewe01,SG
Detroit Pistons,2025-26,j/jonesis01,PF
Detroit Pistons,2024-25,b/beaslma01,SG
Detroit Pistons,2024-25,c/cunnica01,PG
Detroit Pistons,2024-25,d/durenja01,C
Detroit Pistons,2024-25,f/fontesi01,SF
Detroit Pistons,2024-25,h/hardati02,SG
Detroit Pistons,2024-25,h/harpero02,SF
Detroit Pistons,2024-25,h/harrito02,PF
Detroit Pistons,2024-25,h/hollaro01,SF
Detroit Pistons,2024-25,i/iveyja01,SG
Detroit Pistons,2024-25,j/jenkida01,PG
Detroit Pistons,2024-25,k/klintbo01,SF
Detroit Pistons,2024-25,m/moorewe01,SG
Detroit Pistons,2024-25,r/reedpa01,C
Detroit Pistons,2024-25,s/sassema01,PG
Detroit Pistons,2024-25,s/schrode01,PG
Detroit Pistons,2024-25,s/smithto05,PF
Detroit Pistons,2024-25,s/stewais01,C
Detroit Pistons,2024-25,s/swideco01,SF
Detroit Pistons,2024-25,t/thompau01,SF
Detroit Pistons,2024-25,w/waterli01,SG
Detroit Pistons,2024-25,w/willial06,SG
Detroit Pistons,2023-24,b/baglema01,C
Detroit Pistons,2023-24,b/boehebu01,SF
Detroit Pistons,2023-24,b/bogdabo02,PF
Detroit Pistons,2023-24,b/browntr01,SF
Detroit Pistons,2023-24,b/burksal01,SG
Detroit Pistons,2023-24,c/cazalma01,SG
Detroit Pistons,2023-24,c/cunnica01,PG
Detroit Pistons,2023-24,d/durenja01,C
Detroit Pistons,2023-24,e/evbuoto01,SF
Detroit Pistons,2023-24,f/flynnma01,PG
Detroit Pistons,2023-24,f/fontesi01,SF
Detroit Pistons,2023-24,f/fournev01,SG
Detroit Pistons,2023-24,g/gallida01,SF
Detroit Pistons,2023-24,g/gibsota01,PF
Detroit Pistons,2023-24,g/grimequ01,SG
Detroit Pistons,2023-24,h/harrijo01,SG
Detroit Pistons,2023-24,h/hayeski01,PG
Detroit Pistons,2023-24,i/iveyja01,SG
Detroit Pistons,2023-24,k/knoxke01,SF
Detroit Pistons,2023-24,l/liveris01,PF
Detroit Pistons,2023-24,m/metuch01,C
