,id,name,pos,shoots,age,is_alive,height,weight,career length,is_active,has_hall_of_fame,count_allstar,stat_games,stat_points,stat_total_rebounds,stat_assists,stat_field_goal_pct,stat_three_point_field_goal_pct,stat_effective_field_goal_pct,stat_free_throw_pct,stat_efficiency_rating,stat_win_shares
0,m/mobleev01,Evan Mobley,Power Forward,Right,24.572602739726026,True,211,97,4,True,False,1,300.0,16.5,9.0,3.0,54.2,31.9,68.6,56.9,18.8,31.1
1,g/goberru01,Rudy Gobert,Center,Right,33.556164383561644,True,216,117,12,True,False,3,865.0,12.6,11.7,1.4,65.8,0.0,63.7,65.8,21.1,120.6
2,j/jacksja02,Jaren Jackson Jr.,Center and Power Forward,Right,26.33150684931507,True,208,109,7,True,False,2,440.0,18.5,5.5,1.5,46.7,35.1,78.9,52.9,17.8,30.2
3,s/smartma01,Marcus Smart,Point Guard and Shooting Guard,Right,31.863013698630137,True,190,99,11,True,False,0,659.0,10.6,3.4,4.5,38.9,32.3,78.1,47.5,12.3,34.9
4,a/antetgi01,Giannis Antetokounmpo,"Power Forward, Small Forward, Point Guard, and Shooting Guard",Right,31.10958904109589,True,211,110,12,True,False,9,881.0,24.0,9.9,5.0,55.3,28.6,69.3,57.3,26.0,124.5
5,g/greendr01,Draymond Green,Power Forward and Small Forward,Right,35.87123287671233,True,198,104,13,True,False,4,911.0,8.7,6.9,5.6,44.9,32.0,71.0,50.9,14.3,65.3
6,l/leonaka01,Kawhi Leonard,Small Forward,Right,34.55068493150685,True,198,102,13,True,False,6,758.0,20.4,6.4,3.1,49.8,39.0,86.4,55.4,23.4,106.0
7,n/noahjo01,Joakim Noah,Center,Right,40.893150684931506,True,211,104,13,False,False,2,672.0,8.8,9.0,2.8,49.1,0.0,70.0,49.1,17.6,61.9
8,g/gasolma01,Marc Gasol,Center,Right,40.967123287671235,True,211,115,13,False,False,3,891.0,14.0,7.4,3.4,48.1,36.0,77.6,50.3,18.0,85.3
9,c/chandty01,Tyson Chandler,Center and Power Forward,Right,43.295890410958904,True,213,106,19,False,False,1,1160.0,8.2,9.0,0.8,59.7,0.0,64.4,59.7,16.1,102.1
10,h/howardw01,Dwight Howard,Center and Power Forward,Right,40.10958904109589,True,208,120,18,False,True,8,1242.0,15.7,11.8,1.3,58.7,21.4,56.7,58.8,21.3,141.7
11,g/garneke01,Kevin Garnett,"Power Forward, Center, and Small Forward",Right,49.67123287671233,True,211,108,21,False,True,15,1462.0,17.8,10.0,3.7,49.7,27.5,78.9,50.1,22.7,191.4
12,c/cambyma01,Marcus Camby,Center and Power Forward,Right,51.83287671232877,True,211,99,17,False,False,0,973.0,9.5,9.8,1.9,46.6,20.5,67.0,46.8,17.8,81.6
13,w/wallabe01,Ben Wallace,Center and Power Forward,Right,51.36164383561644,True,206,108,16,False,True,4,1088.0,5.7,9.6,1.3,47.4,13.7,41.4,47.5,15.5,93.5
14,a/artesro01,Metta World Peace,Small Forward,Right,46.18356164383562,True,201,117,17,False,False,1,991.0,13.2,4.5,2.7,41.4,33.9,71.5,46.5,14.8,61.1
15,m/mutomdi01,Dikembe Mutombo,Center,Right,58.30684931506849,False,218,111,18,False,True,8,1196.0,9.8,10.3,1.0,51.8,0.0,68.4,51.8,17.2,117.0
16,m/mournal01,Alonzo Mourning,Center and Power Forward,Right,55.95068493150685,True,208,108,15,False,True,7,838.0,17.1,8.5,1.1,52.7,24.7,69.2,52.9,21.2,89.7
17,p/paytoga01,Gary Payton,Point Guard,Right,57.4986301369863,True,193,81,17,False,True,9,1335.0,16.3,3.9,6.7,46.6,31.7,72.9,49.6,18.9,145.5
18,o/olajuha01,Hakeem Olajuwon,Center,Right,63.00547945205479,True,213,115,18,False,True,12,1238.0,21.8,11.1,2.5,51.2,20.2,71.2,51.3,23.6,162.8
19,r/robinda01,David Robinson,Center,Left,60.463013698630135,True,216,106,14,False,True,10,987.0,21.1,10.6,2.5,51.8,25.0,73.6,51.9,26.2,178.7
20,r/rodmade01,Dennis Rodman,Power Forward and Small Forward,Right,64.6986301369863,True,201,95,14,False,True,2,911.0,7.3,13.1,1.8,52.1,23.1,58.4,52.9,14.6,89.8
21,e/eatonma01,Mark Eaton,Center,Left,64.38356164383562,False,224,124,11,False,False,1,875.0,6.0,7.9,1.0,45.8,0.0,64.9,45.8,10.9,44.8
22,j/jordami01,Michael Jordan,Shooting Guard and Small Forward,Right,62.93150684931507,True,198,89,15,False,True,14,1072.0,30.1,6.2,5.3,49.7,32.7,83.5,50.9,27.9,214.0
23,c/coopemi01,Michael Cooper,Shooting Guard,Right,69.77808219178083,True,201,77,12,False,True,0,873.0,8.9,3.2,4.2,46.9,34.0,83.3,50.2,12.8,52.5
24,r/roberal01,Alvin Robertson,Shooting Guard,Right,63.50684931506849,True,193,83,10,False,False,4,779.0,14.0,5.2,5.0,47.7,29.5,74.3,49.0,17.0,52.1
25,m/moncrsi01,Sidney Moncrief,Shooting Guard and Point Guard,Right,68.34246575342466,True,193,81,11,False,True,5,767.0,15.6,4.7,3.6,50.2,28.4,83.1,50.9,18.7,90.3
26,g/gilgesh01,Shai Gilgeous-Alexander,Point Guard and Shooting Guard,Right,27.50958904109589,True,198,88,7,True,False,3,497.0,25.0,4.8,5.2,50.5,36.1,86.4,54.5,24.0,68.9
27,j/jokicni01,Nikola JokiÄ,Center,Right,30.904109589041095,True,211,128,10,True,False,7,777.0,22.1,11.0,7.4,56.2,36.4,82.6,60.0,28.8,136.7
28,e/embiijo01,Joel Embiid,Center,Right,31.835616438356166,True,213,127,9,True,False,7,469.0,27.5,10.9,3.7,50.0,33.5,82.8,53.2,28.0,66.1
29,h/hardeja01,James Harden,Point Guard and Shooting Guard,Left,36.391780821917806,True,196,99,16,True,False,11,1183.0,24.1,5.6,7.2,43.9,36.3,86.2,52.5,23.7,178.4
30,w/westbru01,Russell Westbrook,Point Guard and Small Forward,Right,37.178082191780824,True,193,90,17,True,False,9,1273.0,21.0,7.0,8.0,43.8,30.7,77.1,47.1,21.4,112.8
31,c/curryst01,Stephen Curry,Point Guard,Right,37.843835616438355,True,188,83,16,True,False,11,1053.0,24.8,4.7,6.3,47.1,42.2,91.2,58.2,23.5,145.9
32,d/duranke01,Kevin Durant,"Small Forward, Power Forward, and Shooting Guard",Right,37.298630136986304,True,211,108,17,True,False,15,1154.0,27.2,6.9,4.4,50.2,39.0,88.2,55.5,24.7,179.8
33,j/jamesle01,LeBron James,"Small Forward, Power Forward, Point Guard, Center, and Shooting Guard",Right,41.04931506849315,True,206,113,22,True,False,21,1579.0,26.9,7.5,7.4,50.6,34.9,73.7,54.8,26.8,272.8
34,r/rosede01,Derrick Rose,Point Guard,Right,37.28493150684932,True,190,90,15,False,False,3,723.0,17.4,3.2,5.2,45.6,31.6,83.1,48.3,18.0,44.6
35,b/bryanko01,Kobe Bryant,Shooting Guard and Small Forward,Right,41.45479452054794,False,198,96,20,False,True,18,1346.0,25.0,5.2,4.7,44.7,32.9,83.7,48.2,22.9,172.7
36,n/nowitdi01,Dirk Nowitzki,Power Forward and Center,Right,47.586301369863016,True,213,111,21,False,True,14,1522.0,20.7,7.5,2.4,47.1,38.0,87.9,51.2,22.4,206.3
37,n/nashst01,Steve Nash,Point Guard,Right,51.95068493150685,True,190,88,18,False,True,8,1217.0,14.3,3.0,8.5,49.0,42.8,90.4,55.6,20.0,129.7
38,d/duncati01,Tim Duncan,Center and Power Forward,Right,49.73698630136986,True,211,113,19,False,True,15,1392.0,19.0,10.8,3.0,50.6,17.9,69.6,50.7,24.2,206.4
39,i/iversal01,Allen Iverson,Shooting Guard and Point Guard,Right,50.62191780821918,True,183,74,14,False,True,11,914.0,26.7,3.7,6.2,42.5,31.3,78.0,45.2,20.9,99.0
40,o/onealsh01,Shaquille O'Neal,Center,Right,53.87671232876713,True,216,147,19,False,True,15,1207.0,23.7,10.9,2.5,58.2,4.5,52.7,58.2,26.4,181.7
41,m/malonka01,Karl Malone,Power Forward,Right,62.5013698630137,True,206,113,19,False,True,14,1476.0,25.0,10.1,3.6,51.6,27.4,74.2,51.8,23.9,234.6
42,b/barklch01,Charles Barkley,Power Forward and Small Forward,Right,62.92328767123288,True,198,114,16,False,True,11,1073.0,22.1,11.7,3.9,54.1,26.6,73.5,55.8,24.6,177.2
43,j/johnsma02,Magic Johnson,"Point Guard, Shooting Guard, and Power Forward",Right,66.44657534246575,True,206,97,13,False,True,12,906.0,19.5,7.2,11.2,52.0,30.3,84.8,53.3,24.1,155.8
44,b/birdla01,Larry Bird,Small Forward and Power Forward,Right,69.13150684931507,True,206,99,13,False,True,12,897.0,24.3,10.0,6.3,49.6,37.6,88.6,51.4,23.5,145.8
45,m/malonmo01,Moses Malone,Center and Power Forward,Right,60.51780821917808,False,208,97,21,False,True,13,1455.0,20.3,12.3,1.3,49.5,9.6,76.0,49.5,22.0,179.1
46,e/ervinju01,Julius Erving,Small Forward and Shooting Guard,Right,75.92602739726027,True,201,95,16,False,True,16,1243.0,24.2,8.5,4.2,50.6,29.8,77.7,50.9,23.5,181.1
47,a/abdulka01,Kareem Abdul-Jabbar,Center,Right,78.78356164383561,True,218,102,20,False,True,19,1560.0,24.6,11.2,3.6,55.9,5.6,72.1,55.9,24.6,273.4
48,w/waltobi01,Bill Walton,Center,Right,71.6054794520548,False,211,95,10,False,True,2,468.0,13.3,10.5,3.4,52.1,0.0,66.0,52.1,20.0,39.3
49,m/mcadobo01,Bob McAdoo,Center and Power Forward,Right,74.33698630136986,True,206,95,14,False,True,5,852.0,22.1,9.4,2.3,50.3,8.1,75.4,50.3,20.7,89.1
50,c/cowenda01,Dave Cowens,Center and Power Forward,Left,77.25479452054795,True,206,104,11,False,True,8,766.0,17.6,13.6,3.8,46.0,7.1,78.3,46.0,17.0,86.3
51,r/reedwi01,Willis Reed,Center and Power Forward,Left,80.79178082191781,False,208,106,10,False,True,7,650.0,18.7,12.9,1.8,47.6,,,74.7,18.6,74.9
52,u/unselwe01,Wes Unseld,Center,Right,74.27123287671233,False,201,111,13,False,True,5,984.0,10.8,14.0,3.9,50.9,50.0,63.3,50.9,16.0,110.1
53,c/chambwi01,Wilt Chamberlain,Center,Right,63.18356164383562,False,216,124,14,False,True,13,1045.0,30.1,22.9,4.4,54.0,,,51.1,26.2,247.3
54,r/russebi01,Bill Russell,Center,Left,88.52328767123288,False,208,97,13,False,True,12,963.0,15.1,22.5,4.3,44.0,,,56.1,18.9,163.5
55,r/roberos01,Oscar Robertson,Point Guard,Right,87.18082191780822,True,196,92,14,False,True,12,1040.0,25.7,7.5,9.5,48.5,,,83.8,23.2,189.2
56,p/pettibo01,Bob Pettit,Power Forward and Center,Right,93.13424657534246,True,206,92,11,False,True,11,792.0,26.4,16.2,3.0,43.6,,,76.1,25.4,136.0
57,c/cousybo01,Bob Cousy,Point Guard,Right,97.47945205479452,True,185,79,14,False,True,13,924.0,18.4,5.2,7.5,37.5,,,80.3,19.9,91.1
58,o/okongon01,Onyeka Okongwu,Center,Right,25.09041095890411,True,208,108,5,True,False,0,344.0,10.4,6.8,1.5,59.0,34.0,75.7,62.0,18.2,27.4
59,d/daniedy01,Dyson Daniels,Point Guard and Shooting Guard,Right,22.827397260273973,True,201,90,3,True,False,0,233.0,9.0,4.8,3.7,47.7,30.3,61.6,51.9,13.2,11.1
60,a/alexani01,Nickeil Alexander-Walker,Shooting Guard,Right,27.367123287671234,True,196,92,6,True,False,0,417.0,9.6,2.6,2.4,41.9,36.4,77.0,51.7,11.6,11.7
61,g/gueyemo02,Mouhamed Gueye,Power Forward,Right,23.17808219178082,True,211,95,2,True,False,0,75.0,5.2,3.7,0.8,43.8,26.0,69.2,49.6,13.0,2.2
62,r/risacza01,Zaccharie Risacher,Small Forward,Right,20.764383561643836,True,203,90,1,True,False,0,110.0,12.0,3.4,1.3,45.7,34.8,69.7,53.5,12.0,2.6
63,j/johnsja05,Jalen Johnson,Small Forward and Power Forward,Right,24.07123287671233,True,203,99,4,True,False,0,218.0,13.0,6.9,3.5,50.8,33.4,74.5,55.5,17.3,12.4
64,k/krejcvi01,Vit Krejci,Point Guard and Shooting Guard,Right,25.56986301369863,True,203,88,4,True,False,0,172.0,6.6,2.4,1.9,47.5,41.9,76.5,62.0,10.9,5.8
65,k/kennalu01,Luke Kennard,Shooting Guard,Left,29.55890410958904,True,196,93,8,True,False,0,493.0,9.6,2.8,2.3,45.9,43.8,88.4,58.8,12.9,24.9
66,n/newelas01,Asa Newell,Power Forward,Left,20.27123287671233,True,208,99,0,True,False,0,27.0,5.3,2.0,0.6,56.1,46.9,55.6,67.9,14.5,0.7
67,p/porzikr01,Kristaps PorziÅÄ£is,Center and Power Forward,Right,30.454794520547946,True,218,108,9,True,False,1,517.0,19.6,7.7,1.9,46.1,36.5,83.0,52.5,20.8,49.4
68,y/youngtr01,Trae Young,Point Guard,Right,27.32054794520548,True,188,74,7,True,False,4,493.0,25.2,3.5,9.8,43.2,35.1,87.3,50.4,21.3,44.1
69,h/houstca01,Caleb Houstan,Small Forward,Right,23.01095890410959,True,203,92,3,True,False,0,177.0,4.0,1.5,0.5,39.2,37.4,84.4,55.0,8.0,4.0
70,n/nfalyda01,N'Faly Dante,Center,Right,24.235616438356164,True,211,104,1,True,False,0,8.0,3.4,3.5,0.3,64.7,,83.3,64.7,21.4,0.3
71,d/djurini01,Nikola Djurisic,Small Forward,Right,21.887671232876713,True,203,97,0,True,False,0,,,,,,,,,,
72,w/willima11,Malik Williams,Center,Right,27.386301369863013,True,211,113,1,True,False,0,7.0,2.7,5.4,0.3,26.5,20.0,0.0,27.9,4.9,-0.2
73,d/dennira01,RayJ Dennis,Point Guard,Right,24.791780821917808,True,185,81,1,True,False,0,25.0,3.8,1.4,1.6,31.4,30.5,90.9,40.0,8.5,-0.2
74,b/barlodo01,Dominick Barlow,Power Forward and Small Forward,Right,22.635616438356163,True,206,97,3,True,False,0,120.0,5.0,3.5,1.0,52.3,25.0,71.3,54.5,13.7,4.3
75,b/bogdabo01,Bogdan BogdanoviÄ,Shooting Guard,Right,33.41095890410959,True,196,102,8,True,False,0,519.0,14.1,3.3,3.2,43.6,38.1,84.6,53.9,14.3,24.9
76,b/bufkiko01,Kobe Bufkin,Shooting Guard,Left,22.312328767123287,True,193,88,2,True,False,0,27.0,5.0,2.0,1.6,37.4,22.0,65.4,42.1,9.7,-0.1
77,c/capelca01,Clint Capela,Center,Right,31.663013698630138,True,208,116,11,True,False,0,694.0,11.6,10.3,1.0,61.5,0.0,54.4,61.5,21.7,70.9
78,h/huntede01,De'Andre Hunter,Small Forward,Right,28.117808219178084,True,201,100,6,True,False,0,359.0,14.8,4.1,1.6,44.9,36.7,82.4,52.8,12.1,13.4
79,l/leverca01,Caris LeVert,Shooting Guard and Small Forward,Right,31.39178082191781,True,201,92,9,True,False,0,550.0,13.6,3.7,4.0,43.7,34.7,73.4,50.1,14.5,24.8
80,m/mannte01,Terance Mann,Shooting Guard and Small Forward,Right,29.24109589041096,True,198,97,6,True,False,0,442.0,8.1,3.5,2.0,49.8,36.8,78.9,56.3,12.7,23.0
81,m/mathega01,Garrison Mathews,Shooting Guard,Right,29.224657534246575,True,196,97,6,True,False,0,329.0,6.4,1.7,0.7,40.5,38.2,83.8,56.8,10.4,10.2
82,n/nancela02,Larry Nance Jr.,Power Forward and Center,Right,33.038356164383565,True,198,111,10,True,False,0,562.0,7.6,6.0,1.8,53.5,35.1,69.5,57.4,16.0,34.8
83,n/niangge01,Georges Niang,Power Forward,Right,32.58082191780822,True,198,104,9,True,False,0,544.0,7.4,2.5,1.0,44.5,39.9,85.2,58.0,10.8,15.9
84,p/plowdda01,Daeqwon Plowden,Shooting Guard,Right,27.378082191780823,True,193,97,1,True,False,0,7.0,6.4,1.9,0.3,56.7,45.0,100.0,71.7,13.5,0.1
85,r/roddyda01,David Roddy,Power Forward,Right,24.8,True,196,115,3,True,False,0,168.0,6.2,2.9,1.0,42.1,30.2,67.9,49.1,9.2,1.7
86,t/toppija01,Jacob Toppin,Small Forward,Right,25.684931506849313,True,206,90,2,True,False,0,31.0,1.4,0.7,0.3,48.6,42.9,100.0,56.8,11.4,0.2
87,w/wallake01,Keaton Wallace,Point Guard,Left,26.882191780821916,True,190,83,1,True,False,0,62.0,4.8,1.5,2.5,40.5,36.9,76.2,50.9,10.3,0.8
88,b/beysa01,Saddiq Bey,Small Forward,Right,26.767123287671232,True,203,97,4,True,False,0,326.0,14.2,5.3,1.9,41.2,34.9,83.8,50.5,13.9,16.5
89,f/fernabr01,Bruno Fernando,Center,Right,27.416438356164385,True,206,108,6,True,False,0,220.0,4.0,3.2,0.7,54.3,12.2,65.3,54.8,13.9,3.8
90,f/forretr01,Trent Forrest,Shooting Guard and Point Guard,Right,27.59178082191781,True,193,95,4,True,False,0,151.0,2.8,1.5,1.9,44.4,18.5,82.8,46.0,9.7,2.2
91,g/griffaj01,AJ Griffin,Small Forward,Right,22.386301369863013,True,198,99,2,True,False,0,92.0,7.5,1.9,0.8,44.7,37.2,89.8,54.0,11.3,1.8
92,l/lundyse01,Seth Lundy,Small Forward,Right,25.783561643835615,True,193,99,1,True,False,0,9.0,1.6,0.8,0.0,23.5,23.1,75.0,32.4,0.0,-0.1
93,m/matthwe02,Wesley Matthews,Shooting Guard and Small Forward,Right,39.26027397260274,True,196,99,15,True,False,0,986.0,11.4,2.8,1.9,41.9,37.5,82.3,52.0,12.3,55.5
94,m/millspa02,Patty Mills,Point Guard and Shooting Guard,Right,37.43287671232877,True,188,81,16,True,False,0,921.0,8.7,1.6,2.2,42.3,38.5,85.7,53.8,13.3,35.9
95,m/murrade01,Dejounte Murray,Point Guard and Shooting Guard,Right,29.32054794520548,True,193,81,8,True,False,1,503.0,15.5,5.8,5.4,45.3,34.0,79.0,49.7,17.3,26.2
96,w/windldy01,Dylan Windler,Small Forward,Left,29.312328767123287,True,201,88,4,True,False,0,101.0,3.2,2.1,0.8,42.5,34.7,80.0,54.2,10.3,1.6
97,c/collijo01,John Collins,Power Forward,Right,28.30958904109589,True,206,102,8,True,False,0,506.0,15.8,7.8,1.4,54.5,36.4,79.3,59.1,18.6,40.8
98,c/culveja01,Jarrett Culver,Shooting Guard and Small Forward,Right,26.898630136986302,True,198,88,4,True,False,0,144.0,6.5,2.8,1.2,40.1,27.6,50.9,45.1,9.3,-0.1
99,h/holidaa01,Aaron Holiday,Point Guard,Right,29.29041095890411,True,183,83,7,True,False,0,475.0,6.5,1.5,1.9,42.1,38.4,85.2,50.9,11.2,10.9
100,h/holidju01,Justin Holiday,Shooting Guard and Small Forward,Right,36.78356164383562,True,198,81,11,True,False,0,680.0,8.0,2.7,1.4,40.0,36.5,81.7,51.3,10.5,18.8
101,k/kaminfr01,Frank Kaminsky,Center and Power Forward,Right,32.78356164383562,True,213,108,8,True,False,0,413.0,8.8,3.8,1.6,43.0,34.9,74.6,50.1,14.2,15.9
102,m/martity01,Tyrese Martin,Shooting Guard,Right,26.85753424657534,True,198,97,2,True,False,0,105.0,7.2,3.0,1.8,39.9,33.9,77.4,49.9,10.7,1.1
103,w/willido02,Donovan Williams,Shooting Guard,Right,24.353424657534248,True,198,86,1,True,False,0,2.0,2.0,1.0,0.0,40.0,0.0,,40.0,14.5,0.0
104,b/barbeca01,Cat Barber,Point Guard,Right,31.476712328767125,True,188,81,1,True,False,0,3.0,0.0,1.0,1.0,0.0,,0.0,0.0,-11.2,-0.1
105,b/brownch05,Chaundee Brown Jr.,Shooting Guard and Small Forward,Right,27.112328767123287,True,196,97,1,True,False,0,5.0,6.2,3.2,0.8,31.3,33.3,83.3,40.6,6.4,0.0
106,c/coopesh01,Sharife Cooper,Point Guard,Right,24.59178082191781,True,183,79,1,True,False,0,17.0,0.4,0.3,0.3,20.0,14.3,,23.3,-6.3,-0.3
107,d/dienggo01,Gorgui Dieng,Center and Power Forward,Right,35.99452054794521,True,208,114,10,False,False,0,628.0,7.3,5.6,1.3,49.6,35.5,79.1,52.4,16.2,30.7
108,g/gallida01,Danilo Gallinari,"Small Forward, Power Forward, and Shooting Guard",Right,37.441095890410956,True,208,107,14,True,False,0,777.0,14.9,4.7,1.9,42.8,38.1,87.6,51.6,16.8,65.4
109,h/hillma01,Malcolm Hill,Small Forward and Shooting Guard,Right,30.221917808219178,True,198,99,2,True,False,0,24.0,3.2,1.6,0.3,46.4,35.9,78.6,58.9,12.8,0.6
110,h/hillso01,Solomon Hill,Small Forward and Power Forward,Right,34.83287671232877,True,198,102,9,False,False,0,448.0,5.5,3.1,1.5,38.8,33.1,79.7,47.1,8.7,11.9
111,h/huertke01,Kevin Huerter,Shooting Guard and Small Forward,Right,27.383561643835616,True,198,89,7,True,False,0,513.0,11.6,3.4,2.9,44.3,37.2,75.9,54.8,12.2,20.1
112,i/iwundwe01,Wes Iwundu,Small Forward,Right,31.07123287671233,True,198,88,5,True,False,0,226.0,4.4,2.5,0.9,40.8,29.2,79.8,45.2,8.2,4.2
113,k/knoxke01,Kevin Knox,Small Forward and Power Forward,Right,26.427397260273974,True,203,97,7,True,False,0,320.0,7.3,2.8,0.7,39.3,34.0,72.3,47.4,9.4,0.9
114,l/luwawti01,TimothÃ© Luwawu-Cabarrot,Small Forward,Right,30.687671232876713,True,201,95,6,True,False,0,328.0,5.9,2.0,0.9,39.1,33.5,82.9,48.8,8.6,4.7
115,m/mayssk01,Skylar Mays,Shooting Guard and Point Guard,Right,28.35890410958904,True,193,92,4,True,False,0,105.0,4.3,1.2,1.7,44.5,34.5,85.9,50.9,14.4,2.1
116,o/oliveca01,Cameron Oliver,Small Forward,Right,29.512328767123286,True,203,102,2,True,False,0,6.0,11.0,4.5,1.3,60.4,31.3,42.9,65.6,18.6,0.4
117,r/reddica01,Cam Reddish,Small Forward,Right,26.36986301369863,True,201,104,6,True,False,0,254.0,8.5,2.7,1.2,39.8,32.2,82.1,47.2,9.6,3.3
118,s/stephla01,Lance Stephenson,"Shooting Guard, Small Forward, and Point Guard",Right,35.364383561643834,True,198,104,10,False,False,0,554.0,8.6,4.1,2.9,44.5,31.4,69.4,48.9,12.2,17.5
119,w/willilo02,Lou Williams,Point Guard and Shooting Guard,Right,39.224657534246575,True,188,79,17,False,False,0,1123.0,13.9,2.2,3.4,41.9,35.1,84.2,47.9,18.0,65.7
120,w/wrighde01,Delon Wright,Point Guard and Shooting Guard,Right,33.723287671232875,True,193,83,10,True,False,0,548.0,6.7,3.0,3.0,44.7,34.8,79.9,50.7,15.1,28.9
121,d/dunnkr01,Kris Dunn,Point Guard,Right,31.83013698630137,True,190,92,9,True,False,0,442.0,7.7,3.3,3.9,44.2,33.5,73.8,49.0,12.2,13.4
122,g/goodwbr01,Brandon Goodwin,Point Guard,Right,30.28767123287671,True,183,81,4,True,False,0,133.0,4.7,1.6,1.9,39.0,31.5,73.0,45.7,10.6,1.0
123,k/knighna01,Nathan Knight,Power Forward and Center,Right,28.317808219178083,True,203,114,3,True,False,0,108.0,3.7,2.0,0.4,47.6,26.5,73.8,50.9,15.6,2.1
124,r/rondora01,Rajon Rondo,Point Guard,Right,39.9013698630137,True,185,81,16,False,False,4,957.0,9.8,4.5,7.9,45.6,32.4,61.1,48.3,15.8,61.8
125,s/snellto01,Tony Snell,Shooting Guard and Small Forward,Right,34.18356164383562,True,198,96,9,False,False,0,601.0,6.1,2.3,1.1,43.1,39.4,84.6,54.9,8.9,18.5
126,b/bembrde01,DeAndre' Bembry,Small Forward and Shooting Guard,Right,31.534246575342465,True,196,95,6,True,False,0,296.0,5.9,3.2,1.8,47.4,28.3,61.1,50.9,10.5,4.4
127,b/brownch02,Charlie Brown Jr.,Shooting Guard,Right,28.947945205479453,True,198,90,4,True,False,0,49.0,2.0,1.1,0.3,27.9,22.4,92.0,32.9,5.2,-0.2
128,c/cartevi01,Vince Carter,"Shooting Guard, Small Forward, and Power Forward",Right,48.98082191780822,True,198,99,22,False,True,8,1541.0,16.7,4.3,3.1,43.5,37.1,79.8,48.9,18.6,125.3
129,c/crabbal01,Allen Crabbe,Shooting Guard and Small Forward,Right,33.76986301369863,True,196,96,7,True,False,0,381.0,9.1,2.8,1.1,42.5,38.7,83.1,53.1,10.8,13.7
130,d/dedmode01,Dewayne Dedmon,Center,Right,36.43013698630137,True,208,111,10,True,False,0,515.0,6.3,5.8,0.7,52.6,33.6,73.1,56.5,15.1,23.3
131,g/grahatr01,Treveon Graham,Shooting Guard and Small Forward,Right,32.21643835616438,True,196,99,4,True,False,0,180.0,4.2,2.2,0.8,38.3,33.3,69.1,47.0,7.6,2.8
132,j/jonesda03,Damian Jones,Center,Right,30.545205479452054,True,208,111,8,True,False,0,279.0,4.9,3.1,0.7,65.6,35.1,71.5,67.2,15.4,11.3
133,l/lenal01,Alex Len,Center,Right,32.583561643835615,True,213,113,12,True,False,0,690.0,6.7,5.3,0.9,51.0,32.2,67.8,52.6,15.0,23.9
134,p/parkeja01,Jabari Parker,Power Forward,Right,30.838356164383562,True,201,111,8,False,False,0,310.0,14.1,5.5,2.0,49.4,32.6,74.3,52.3,16.3,13.8
135,p/parsoch01,Chandler Parsons,Small Forward and Power Forward,Right,37.227397260273975,True,206,104,9,False,False,0,440.0,12.7,4.5,2.7,46.2,37.3,71.3,53.6,14.7,28.9
136,t/teaguje01,Jeff Teague,Point Guard,Right,37.602739726027394,True,190,88,12,False,False,1,826.0,12.2,2.4,5.6,44.4,36.0,84.4,48.9,16.8,52.4
137,t/turneev01,Evan Turner,"Small Forward, Shooting Guard, and Point Guard",Right,37.221917808219175,True,198,99,10,False,False,0,705.0,9.7,4.6,3.5,43.4,29.4,78.2,45.5,11.9,20.2
138,w/wallaty01,Tyrone Wallace,Shooting Guard and Point Guard,Left,31.6,True,196,89,4,False,False,0,112.0,5.1,2.1,1.1,42.2,20.7,65.6,43.8,8.1,0.1
139,w/watsopa01,Paul Watson,Small Forward,Right,31.043835616438358,True,198,95,3,False,False,0,46.0,3.8,1.9,0.7,42.0,39.2,68.4,55.9,9.7,0.8
140,a/adamsja01,Jaylen Adams,Point Guard,Right,29.698630136986303,True,183,102,3,False,False,0,41.0,2.7,1.5,1.6,33.1,32.9,77.8,43.6,7.0,0.0
141,a/anderju01,Justin Anderson,Small Forward and Shooting Guard,Left,32.156164383561645,True,198,104,6,True,False,0,242.0,5.3,2.6,0.8,41.0,29.2,77.5,48.2,12.4,4.9
142,b/bazemke01,Kent Bazemore,Shooting Guard and Small Forward,Left,36.54520547945206,True,193,88,10,True,False,0,657.0,8.2,3.2,1.8,41.3,35.6,72.4,48.8,11.4,13.5
143,d/davisde01,Deyonta Davis,Center,Right,29.117808219178084,True,206,107,3,False,False,0,107.0,4.2,3.2,0.4,59.9,0.0,63.5,59.9,15.4,3.6
144,d/dorsety01,Tyler Dorsey,Shooting Guard and Small Forward,Right,29.90684931506849,True,193,81,3,True,False,0,107.0,6.6,2.3,1.3,39.2,35.1,66.9,48.2,10.7,1.1
145,h/hamilda02,Daniel Hamilton,Shooting Guard,Right,30.438356164383563,True,201,88,2,False,False,0,25.0,2.8,2.1,1.2,39.4,35.7,50.0,46.5,8.5,0.0
146,h/humphis01,Isaac Humphries,Center,Right,28.024657534246575,True,213,115,1,False,False,0,5.0,3.0,2.2,0.0,28.6,27.3,,35.7,3.4,-0.1
147,j/johnsbj01,B.J. Johnson,Small Forward,Left,30.068493150684933,True,201,90,3,False,False,0,21.0,3.8,1.8,0.1,38.7,38.5,91.7,45.3,9.4,0.0
148,l/linje01,Jeremy Lin,Point Guard and Shooting Guard,Right,37.4,True,190,90,9,False,False,0,480.0,11.6,2.8,4.3,43.3,34.2,80.9,48.5,15.3,23.5
149,p/plumlmi01,Miles Plumlee,Center,Right,37.37534246575343,True,211,112,7,False,False,0,346.0,4.9,4.5,0.5,54.2,,54.3,54.2,13.7,10.6
