team_name,season,player_name,player_id,player_position
Dallas Mavericks,2025-26,D'Angelo Russell,r/russeda01,PG
Dallas Mavericks,2025-26,Daniel Gafford,g/gaffoda01,C
Dallas Mavericks,2025-26,Jaden Hardy,h/hardyja02,SG
Dallas Mavericks,2025-26,Dwight Powell,p/poweldw01,C
Dallas Mavericks,2025-26,Ryan Nembhard,n/nembhry01,PG
Dallas Mavericks,2025-26,Moussa Cisse,c/cissemo01,C
Dallas Mavericks,2025-26,Anthony Davis,d/davisan02,PF
Dallas Mavericks,2025-26,Dereck Lively II,l/livelde01,C
Dallas Mavericks,2025-26,Miles Kelly,k/kellymi02,PG
Dallas Mavericks,2025-26,Kyrie Irving,i/irvinky01,SG
Dallas Mavericks,2025-26,Dante Exum,e/exumda01,PG
Dallas Mavericks,2024-25,Moses Brown,b/brownmo01,C
Dallas Mavericks,2024-25,Max Christie,c/chrisma02,SG
Dallas Mavericks,2024-25,Anthony Davis,d/davisan02,PF
Dallas Mavericks,2024-25,Spencer Dinwiddie,d/dinwisp01,PG
Dallas Mavericks,2024-25,Luka Dončić,d/doncilu01,PG
Dallas Mavericks,2024-25,Kessler Edwards,e/edwarke02,SF
Dallas Mavericks,2024-25,Dante Exum,e/exumda01,PG
Dallas Mavericks,2024-25,Daniel Gafford,g/gaffoda01,C
Dallas Mavericks,2024-25,Jazian Gortman,g/gortmja01,PG
Dallas Mavericks,2024-25,Quentin Grimes,g/grimequ01,SG
Dallas Mavericks,2024-25,Jaden Hardy,h/hardyja02,SG
Dallas Mavericks,2024-25,Kyrie Irving,i/irvinky01,SG
Dallas Mavericks,2024-25,Kai Jones,j/joneska01,C
Dallas Mavericks,2024-25,Kylor Kelley,k/kelleky01,C
Dallas Mavericks,2024-25,Maxi Kleber,k/klebima01,PF
Dallas Mavericks,2024-25,Dereck Lively II,l/livelde01,C
Dallas Mavericks,2024-25,Naji Marshall,m/marshna01,SF
Dallas Mavericks,2024-25,Caleb Martin,m/martica02,SF
Dallas Mavericks,2024-25,Markieff Morris,m/morrima02,PF
Dallas Mavericks,2024-25,Dwight Powell,p/poweldw01,C
Dallas Mavericks,2024-25,Olivier-Maxence Prosper,p/prospol01,PF
Dallas Mavericks,2024-25,Klay Thompson,t/thompkl01,SF
Dallas Mavericks,2024-25,P.J. Washington,w/washipj01,PF
Dallas Mavericks,2024-25,Brandon Williams,w/willibr03,PG
Dallas Mavericks,2023-24,Greg Brown III,b/browngr01,PF
Dallas Mavericks,2023-24,Seth Curry,c/curryse01,SG
Dallas Mavericks,2023-24,Dexter Dennis,d/dennide01,SG
Dallas Mavericks,2023-24,Luka Dončić,d/doncilu01,PG
Dallas Mavericks,2023-24,Dante Exum,e/exumda01,PG
Dallas Mavericks,2023-24,Alex Fudge,f/fudgeal01,SF
Dallas Mavericks,2023-24,Daniel Gafford,g/gaffoda01,PF
Dallas Mavericks,2023-24,Josh Green,g/greenjo02,SG
Dallas Mavericks,2023-24,Tim Hardaway Jr.,h/hardati02,SF
Dallas Mavericks,2023-24,Jaden Hardy,h/hardyja02,SG
Dallas Mavericks,2023-24,Richaun Holmes,h/holmeri01,C
Dallas Mavericks,2023-24,Kyrie Irving,i/irvinky01,SG
Dallas Mavericks,2023-24,Derrick Jones Jr.,j/jonesde02,SF
Dallas Mavericks,2023-24,Maxi Kleber,k/klebima01,C
Dallas Mavericks,2023-24,A.J. Lawson,l/lawsoaj01,SG
Dallas Mavericks,2023-24,Dereck Lively II,l/livelde01,C
Dallas Mavericks,2023-24,Markieff Morris,m/morrima02,PF
Dallas Mavericks,2023-24,Dwight Powell,p/poweldw01,C
Dallas Mavericks,2023-24,Olivier-Maxence Prosper,p/prospol01,PF
Dallas Mavericks,2023-24,P.J. Washington,w/washipj01,PF
Dallas Mavericks,2023-24,Brandon Williams,w/willibr03,PG
Dallas Mavericks,2023-24,Grant Williams,w/willigr01,PF
Dallas Mavericks,2022-23,Dāvis Bertāns,b/bertada01,PF
Dallas Mavericks,2022-23,Reggie Bullock,b/bullore01,SF
Dallas Mavericks,2022-23,Facundo Campazzo,c/campafa01,PG
Dallas Mavericks,2022-23,Spencer Dinwiddie,d/dinwisp01,SG
Dallas Mavericks,2022-23,Luka Dončić,d/doncilu01,PG
Dallas Mavericks,2022-23,Tyler Dorsey,d/dorsety01,SF
Dallas Mavericks,2022-23,Dorian Finney-Smith,f/finnedo01,PF
Dallas Mavericks,2022-23,Josh Green,g/greenjo02,SG
Dallas Mavericks,2022-23,Tim Hardaway Jr.,h/hardati02,SF
Dallas Mavericks,2022-23,Jaden Hardy,h/hardyja02,SG
Dallas Mavericks,2022-23,Justin Holiday,h/holidju01,SF
Dallas Mavericks,2022-23,Kyrie Irving,i/irvinky01,SG
Dallas Mavericks,2022-23,Maxi Kleber,k/klebima01,PF
Dallas Mavericks,2022-23,A.J. Lawson,l/lawsoaj01,SG
Dallas Mavericks,2022-23,JaVale McGee,m/mcgeeja01,C
Dallas Mavericks,2022-23,Markieff Morris,m/morrima02,PF
Dallas Mavericks,2022-23,Frank Ntilikina,n/ntilila01,SG
Dallas Mavericks,2022-23,Theo Pinson,p/pinsoth01,SG
Dallas Mavericks,2022-23,Dwight Powell,p/poweldw01,C
Dallas Mavericks,2022-23,Chris Silva,s/silvach01,PF
Dallas Mavericks,2022-23,Kemba Walker,w/walkeke02,PG
Dallas Mavericks,2022-23,Christian Wood,w/woodch01,C
Dallas Mavericks,2022-23,McKinley Wright IV,w/wrighmc01,PG
Dallas Mavericks,2021-22,Dāvis Bertāns,b/bertada01,PF
Dallas Mavericks,2021-22,Charlie Brown Jr.,b/brownch02,SG
Dallas Mavericks,2021-22,Moses Brown,b/brownmo01,C
Dallas Mavericks,2021-22,Sterling Brown,b/brownst02,SG
Dallas Mavericks,2021-22,Jalen Brunson,b/brunsja01,SG
Dallas Mavericks,2021-22,Reggie Bullock,b/bullore01,SF
Dallas Mavericks,2021-22,Trey Burke,b/burketr01,PG
Dallas Mavericks,2021-22,Willie Cauley-Stein,c/caulewi01,C
Dallas Mavericks,2021-22,Marquese Chriss,c/chrisma01,PF
Dallas Mavericks,2021-22,Spencer Dinwiddie,d/dinwisp01,PG
Dallas Mavericks,2021-22,Luka Dončić,d/doncilu01,PG
Dallas Mavericks,2021-22,Dorian Finney-Smith,f/finnedo01,PF
Dallas Mavericks,2021-22,Josh Green,g/greenjo02,SG
Dallas Mavericks,2021-22,Tim Hardaway Jr.,h/hardati02,SG
Dallas Mavericks,2021-22,Carlik Jones,j/jonesca03,PG
Dallas Mavericks,2021-22,George King,k/kingge03,SF
Dallas Mavericks,2021-22,Maxi Kleber,k/klebima01,PF
Dallas Mavericks,2021-22,Brandon Knight,k/knighbr03,PG
Dallas Mavericks,2021-22,Boban Marjanović,m/marjabo01,C
Dallas Mavericks,2021-22,JaQuori McLaughlin,m/mclauja01,PG
Dallas Mavericks,2021-22,Frank Ntilikina,n/ntilila01,SG
Dallas Mavericks,2021-22,Eugene Omoruyi,o/omorueu01,SF
Dallas Mavericks,2021-22,Theo Pinson,p/pinsoth01,SF
Dallas Mavericks,2021-22,Kristaps Porziņģis,p/porzikr01,PF
Dallas Mavericks,2021-22,Dwight Powell,p/poweldw01,C
Dallas Mavericks,2021-22,Isaiah Thomas,t/thomais02,PG
Dallas Mavericks,2021-22,Moses Wright,w/wrighmo01,PF
Dallas Mavericks,2020-21,Tyler Bey,b/beyty01,SF
Dallas Mavericks,2020-21,Jalen Brunson,b/brunsja01,PG
Dallas Mavericks,2020-21,Trey Burke,b/burketr01,PG
Dallas Mavericks,2020-21,Willie Cauley-Stein,c/caulewi01,C
Dallas Mavericks,2020-21,Luka Dončić,d/doncilu01,PG
Dallas Mavericks,2020-21,Dorian Finney-Smith,f/finnedo01,PF
Dallas Mavericks,2020-21,Josh Green,g/greenjo02,SG
Dallas Mavericks,2020-21,Tim Hardaway Jr.,h/hardati02,SG
Dallas Mavericks,2020-21,Nate Hinton,h/hintona01,SG
Dallas Mavericks,2020-21,Wes Iwundu,i/iwundwe01,SF
Dallas Mavericks,2020-21,James Johnson,j/johnsja01,PF
Dallas Mavericks,2020-21,Maxi Kleber,k/klebima01,PF
Dallas Mavericks,2020-21,Boban Marjanović,m/marjabo01,C
Dallas Mavericks,2020-21,Nicolò Melli,m/mellini01,PF
Dallas Mavericks,2020-21,Kristaps Porziņģis,p/porzikr01,C
Dallas Mavericks,2020-21,Dwight Powell,p/poweldw01,C
Dallas Mavericks,2020-21,JJ Redick,r/redicjj01,SG
Dallas Mavericks,2020-21,Josh Richardson,r/richajo01,SG
Dallas Mavericks,2020-21,Tyrell Terry,t/terryty01,PG
Dallas Mavericks,2019-20,J.J. Barea,b/bareajo01,PG
Dallas Mavericks,2019-20,Ryan Broekhoff,b/broekry01,SF
Dallas Mavericks,2019-20,Jalen Brunson,b/brunsja01,PG
Dallas Mavericks,2019-20,Trey Burke,b/burketr01,PG
Dallas Mavericks,2019-20,Willie Cauley-Stein,c/caulewi01,C
Dallas Mavericks,2019-20,Antonius Cleveland,c/clevean01,SG
Dallas Mavericks,2019-20,Seth Curry,c/curryse01,SG
Dallas Mavericks,2019-20,Luka Dončić,d/doncilu01,PG
Dallas Mavericks,2019-20,Dorian Finney-Smith,f/finnedo01,PF
Dallas Mavericks,2019-20,Tim Hardaway Jr.,h/hardati02,SG
Dallas Mavericks,2019-20,Justin Jackson,j/jacksju01,PF
Dallas Mavericks,2019-20,Michael Kidd-Gilchrist,k/kiddgmi01,PF
Dallas Mavericks,2019-20,Maxi Kleber,k/klebima01,PF
Dallas Mavericks,2019-20,Courtney Lee,l/leeco01,SG
Dallas Mavericks,2019-20,Boban Marjanović,m/marjabo01,C
Dallas Mavericks,2019-20,Kristaps Porziņģis,p/porzikr01,C
Dallas Mavericks,2019-20,Dwight Powell,p/poweldw01,C
Dallas Mavericks,2019-20,Josh Reaves,r/reavejo02,SF
Dallas Mavericks,2019-20,Delon Wright,w/wrighde01,PG
Dallas Mavericks,2018-19,Kostas Antetokounmpo,a/antetko01,PF
Dallas Mavericks,2018-19,J.J. Barea,b/bareajo01,PG
Dallas Mavericks,2018-19,Harrison Barnes,b/barneha02,PF
Dallas Mavericks,2018-19,Ryan Broekhoff,b/broekry01,SG
Dallas Mavericks,2018-19,Jalen Brunson,b/brunsja01,PG
Dallas Mavericks,2018-19,Trey Burke,b/burketr01,PG
Dallas Mavericks,2018-19,Luka Dončić,d/doncilu01,SG
Dallas Mavericks,2018-19,Dorian Finney-Smith,f/finnedo01,SF
Dallas Mavericks,2018-19,Tim Hardaway Jr.,h/hardati02,SG
Dallas Mavericks,2018-19,Devin Harris,h/harride01,PG
Dallas Mavericks,2018-19,Justin Jackson,j/jacksju01,SF
Dallas Mavericks,2018-19,DeAndre Jordan,j/jordade01,C
Dallas Mavericks,2018-19,Maxi Kleber,k/klebima01,PF
Dallas Mavericks,2018-19,Courtney Lee,l/leeco01,SG
Dallas Mavericks,2018-19,Daryl Macon,m/maconda01,SG
Dallas Mavericks,2018-19,Wesley Matthews,m/matthwe02,SF
Dallas Mavericks,2018-19,Salah Mejri,m/mejrisa01,C
Dallas Mavericks,2018-19,Dirk Nowitzki,n/nowitdi01,PF
Dallas Mavericks,2018-19,Dwight Powell,p/poweldw01,C
Dallas Mavericks,2018-19,Dennis Smith Jr.,s/smithde03,PG
Dallas Mavericks,2018-19,Ray Spalding,s/spaldra01,PF
Dallas Mavericks,2017-18,J.J. Barea,b/bareajo01,PG
Dallas Mavericks,2017-18,Harrison Barnes,b/barneha02,PF
Dallas Mavericks,2017-18,Gian Clavell,c/clavegi01,SG
Dallas Mavericks,2017-18,Antonius Cleveland,c/clevean01,SG
Dallas Mavericks,2017-18,Kyle Collinsworth,c/colliky01,SF
Dallas Mavericks,2017-18,Yogi Ferrell,f/ferreyo01,SG
Dallas Mavericks,2017-18,Dorian Finney-Smith,f/finnedo01,PF
Dallas Mavericks,2017-18,Devin Harris,h/harride01,PG
Dallas Mavericks,2017-18,Aaron Harrison,h/harriaa01,SG
Dallas Mavericks,2017-18,Scotty Hopson,h/hopsosc01,SG
Dallas Mavericks,2017-18,Jalen Jones,j/jonesja04,SF
Dallas Mavericks,2017-18,Maxi Kleber,k/klebima01,PF
Dallas Mavericks,2017-18,Wesley Matthews,m/matthwe02,SF
Dallas Mavericks,2017-18,Doug McDermott,m/mcderdo01,SF
Dallas Mavericks,2017-18,Josh McRoberts,m/mcrobjo01,PF
Dallas Mavericks,2017-18,Salah Mejri,m/mejrisa01,C
Dallas Mavericks,2017-18,Johnathan Motley,m/motlejo01,PF
Dallas Mavericks,2017-18,Nerlens Noel,n/noelne01,C
Dallas Mavericks,2017-18,Dirk Nowitzki,n/nowitdi01,C
Dallas Mavericks,2017-18,Dwight Powell,p/poweldw01,C
Dallas Mavericks,2017-18,Dennis Smith Jr.,s/smithde03,PG
Dallas Mavericks,2017-18,Jameel Warney,w/warneja01,PF
Dallas Mavericks,2017-18,Jeff Withey,w/witheje01,C
Dallas Mavericks,2016-17,Quincy Acy,a/acyqu01,PF
Dallas Mavericks,2016-17,Justin Anderson,a/anderju01,SF
Dallas Mavericks,2016-17,J.J. Barea,b/bareajo01,PG
Dallas Mavericks,2016-17,Harrison Barnes,b/barneha02,PF
Dallas Mavericks,2016-17,Ben Bentil,b/bentibe01,PF
Dallas Mavericks,2016-17,Andrew Bogut,b/bogutan01,C
Dallas Mavericks,2016-17,Nicolás Brussino,b/brussni01,SG
Dallas Mavericks,2016-17,Quinn Cook,c/cookqu01,PG
Dallas Mavericks,2016-17,Seth Curry,c/curryse01,PG
Dallas Mavericks,2016-17,Yogi Ferrell,f/ferreyo01,PG
Dallas Mavericks,2016-17,Dorian Finney-Smith,f/finnedo01,PF
Dallas Mavericks,2016-17,Jonathan Gibson,g/gibsojo01,PG
Dallas Mavericks,2016-17,A.J. Hammons,h/hammoaj01,C
Dallas Mavericks,2016-17,Devin Harris,h/harride01,PG
Dallas Mavericks,2016-17,Manny Harris,h/harrima01,SG
Dallas Mavericks,2016-17,Pierre Jackson,j/jackspi01,PG
Dallas Mavericks,2016-17,DeAndre Liggins,l/liggide01,SG
Dallas Mavericks,2016-17,Wesley Matthews,m/matthwe02,SG
Dallas Mavericks,2016-17,Salah Mejri,m/mejrisa01,C
Dallas Mavericks,2016-17,Nerlens Noel,n/noelne01,C
Dallas Mavericks,2016-17,Dirk Nowitzki,n/nowitdi01,PF
Dallas Mavericks,2016-17,Dwight Powell,p/poweldw01,C
Dallas Mavericks,2016-17,Jarrod Uthoff,u/uthofja01,PF
Dallas Mavericks,2016-17,Deron Williams,w/willide01,PG
Dallas Mavericks,2015-16,Justin Anderson,a/anderju01,SF
Dallas Mavericks,2015-16,J.J. Barea,b/bareajo01,PG
Dallas Mavericks,2015-16,Jeremy Evans,e/evansje01,SF
Dallas Mavericks,2015-16,Raymond Felton,f/feltora01,PG
Dallas Mavericks,2015-16,Devin Harris,h/harride01,PG
Dallas Mavericks,2015-16,John Jenkins,j/jenkijo01,SG
Dallas Mavericks,2015-16,David Lee,l/leeda02,PF
Dallas Mavericks,2015-16,Wesley Matthews,m/matthwe02,SF
Dallas Mavericks,2015-16,JaVale McGee,m/mcgeeja01,C
Dallas Mavericks,2015-16,Salah Mejri,m/mejrisa01,C
Dallas Mavericks,2015-16,Dirk Nowitzki,n/nowitdi01,PF
Dallas Mavericks,2015-16,Zaza Pachulia,p/pachuza01,C
Dallas Mavericks,2015-16,Chandler Parsons,p/parsoch01,SF
Dallas Mavericks,2015-16,Dwight Powell,p/poweldw01,PF
Dallas Mavericks,2015-16,Charlie Villanueva,v/villach01,PF
Dallas Mavericks,2015-16,Deron Williams,w/willide01,PG
Denver Nuggets,2025-26,Tim Hardaway Jr.,h/hardati02,SG
Denver Nuggets,2025-26,Bruce Brown,b/brownbr01,SG
Denver Nuggets,2025-26,Jamal Murray,m/murraja01,PG
Denver Nuggets,2025-26,Peyton Watson,w/watsope01,SF
Denver Nuggets,2025-26,Jonas Valančiūnas,v/valanjo01,C
Denver Nuggets,2025-26,Nikola Jokić,j/jokicni01,C
Denver Nuggets,2025-26,Spencer Jones,j/jonessp01,SF
Denver Nuggets,2025-26,Cameron Johnson,j/johnsca02,SF
Denver Nuggets,2025-26,Zeke Nnaji,n/nnajize01,PF
Denver Nuggets,2025-26,Jalen Pickett,p/pickeja02,SG
Denver Nuggets,2025-26,Julian Strawther,s/strawju01,SG
Denver Nuggets,2025-26,Aaron Gordon,g/gordoaa01,PF
Denver Nuggets,2025-26,Christian Braun,b/braunch01,SG
Denver Nuggets,2025-26,Hunter Tyson,t/tysonhu01,PF
Denver Nuggets,2025-26,DaRon Holmes,h/holmeda01,PF
Denver Nuggets,2025-26,Curtis Jones,j/jonescu01,SG
Denver Nuggets,2025-26,Tamar Bates,b/batesta01,SG
Denver Nuggets,2024-25,Trey Alexander,a/alexatr01,SG
Denver Nuggets,2024-25,Christian Braun,b/braunch01,SG
Denver Nuggets,2024-25,Vlatko Čančar,c/cancavl01,PF
Denver Nuggets,2024-25,Aaron Gordon,g/gordoaa01,PF
Denver Nuggets,2024-25,PJ Hall,h/hallpj01,C
Denver Nuggets,2024-25,Nikola Jokić,j/jokicni01,C
Denver Nuggets,2024-25,Spencer Jones,j/jonessp01,SF
Denver Nuggets,2024-25,DeAndre Jordan,j/jordade01,C
Denver Nuggets,2024-25,Jamal Murray,m/murraja01,PG
Denver Nuggets,2024-25,Zeke Nnaji,n/nnajize01,PF
Denver Nuggets,2024-25,Jalen Pickett,p/pickeja02,SG
Denver Nuggets,2024-25,Michael Porter Jr.,p/portemi01,SF
Denver Nuggets,2024-25,Dario Šarić,s/saricda01,C
Denver Nuggets,2024-25,Julian Strawther,s/strawju01,SG
Denver Nuggets,2024-25,Hunter Tyson,t/tysonhu01,PF
Denver Nuggets,2024-25,Peyton Watson,w/watsope01,SF
Denver Nuggets,2024-25,Russell Westbrook,w/westbru01,PG
Denver Nuggets,2023-24,Christian Braun,b/braunch01,SG
Denver Nuggets,2023-24,Kentavious Caldwell-Pope,c/caldwke01,SG
Denver Nuggets,2023-24,Collin Gillespie,g/gilleco01,PG
Denver Nuggets,2023-24,Aaron Gordon,g/gordoaa01,PF
Denver Nuggets,2023-24,Justin Holiday,h/holidju01,SG
Denver Nuggets,2023-24,Jay Huff,h/huffja01,C
Denver Nuggets,2023-24,Reggie Jackson,j/jacksre01,PG
Denver Nuggets,2023-24,Nikola Jokić,j/jokicni01,C
Denver Nuggets,2023-24,DeAndre Jordan,j/jordade01,C
Denver Nuggets,2023-24,Braxton Key,k/keybr01,SF
Denver Nuggets,2023-24,Jamal Murray,m/murraja01,PG
Denver Nuggets,2023-24,Zeke Nnaji,n/nnajize01,PF
Denver Nuggets,2023-24,Jalen Pickett,p/pickeja02,SG
Denver Nuggets,2023-24,Michael Porter Jr.,p/portemi01,SF
Denver Nuggets,2023-24,Julian Strawther,s/strawju01,SF
Denver Nuggets,2023-24,Hunter Tyson,t/tysonhu01,PF
Denver Nuggets,2023-24,Peyton Watson,w/watsope01,SF
Denver Nuggets,2022-23,Christian Braun,b/braunch01,SG
Denver Nuggets,2022-23,Bruce Brown,b/brownbr01,SF
Denver Nuggets,2022-23,Thomas Bryant,b/bryanth01,C
Denver Nuggets,2022-23,Kentavious Caldwell-Pope,c/caldwke01,SG
Denver Nuggets,2022-23,Vlatko Čančar,c/cancavl01,PF
Denver Nuggets,2022-23,Aaron Gordon,g/gordoaa01,PF
Denver Nuggets,2022-23,Jeff Green,g/greenje02,PF
Denver Nuggets,2022-23,Bones Hyland,h/hylanbo01,PG
Denver Nuggets,2022-23,Reggie Jackson,j/jacksre01,PG
Denver Nuggets,2022-23,Nikola Jokić,j/jokicni01,C
Denver Nuggets,2022-23,DeAndre Jordan,j/jordade01,C
Denver Nuggets,2022-23,Jamal Murray,m/murraja01,PG
Denver Nuggets,2022-23,Zeke Nnaji,n/nnajize01,PF
Denver Nuggets,2022-23,Michael Porter Jr.,p/portemi01,SF
Denver Nuggets,2022-23,Davon Reed,r/reedda01,SG
Denver Nuggets,2022-23,Ish Smith,s/smithis01,PG
Denver Nuggets,2022-23,Peyton Watson,w/watsope01,SG
Denver Nuggets,2022-23,Jack White,w/whiteja03,SF
Denver Nuggets,2021-22,Will Barton,b/bartowi01,SG
Denver Nuggets,2021-22,Bol Bol,b/bolbo01,PF
Denver Nuggets,2021-22,Facundo Campazzo,c/campafa01,PG
Denver Nuggets,2021-22,Vlatko Čančar,c/cancavl01,PF
Denver Nuggets,2021-22,Petr Cornelie,c/cornepe01,PF
Denver Nuggets,2021-22,DeMarcus Cousins,c/couside01,C
Denver Nuggets,2021-22,PJ Dozier,d/doziepj01,SG
Denver Nuggets,2021-22,James Ennis III,e/ennisja01,SF
Denver Nuggets,2021-22,Bryn Forbes,f/forbebr01,SG
Denver Nuggets,2021-22,Aaron Gordon,g/gordoaa01,PF
Denver Nuggets,2021-22,JaMychal Green,g/greenja01,PF
Denver Nuggets,2021-22,Jeff Green,g/greenje02,PF
Denver Nuggets,2021-22,Markus Howard,h/howarma02,SG
Denver Nuggets,2021-22,Bones Hyland,h/hylanbo01,SG
Denver Nuggets,2021-22,Nikola Jokić,j/jokicni01,C
Denver Nuggets,2021-22,Carlik Jones,j/jonesca03,PG
Denver Nuggets,2021-22,Monte Morris,m/morrimo01,PG
Denver Nuggets,2021-22,Zeke Nnaji,n/nnajize01,PF
Denver Nuggets,2021-22,Michael Porter Jr.,p/portemi01,SF
Denver Nuggets,2021-22,Davon Reed,r/reedda01,SG
Denver Nuggets,2021-22,Austin Rivers,r/riverau01,SG
Denver Nuggets,2021-22,Rayjon Tucker,t/tuckera01,SG
Denver Nuggets,2020-21,Will Barton,b/bartowi01,SF
Denver Nuggets,2020-21,Bol Bol,b/bolbo01,PF
Denver Nuggets,2020-21,Facundo Campazzo,c/campafa01,PG
Denver Nuggets,2020-21,Vlatko Čančar,c/cancavl01,PF
Denver Nuggets,2020-21,Gary Clark,c/clarkga01,SF
Denver Nuggets,2020-21,PJ Dozier,d/doziepj01,SG
Denver Nuggets,2020-21,Aaron Gordon,g/gordoaa01,PF
Denver Nuggets,2020-21,JaMychal Green,g/greenja01,PF
Denver Nuggets,2020-21,R.J. Hampton,h/hamptrj01,SG
Denver Nuggets,2020-21,Gary Harris,h/harriga01,SG
Denver Nuggets,2020-21,Shaquille Harrison,h/harrish01,SG
Denver Nuggets,2020-21,Isaiah Hartenstein,h/harteis01,C
Denver Nuggets,2020-21,Markus Howard,h/howarma02,SG
Denver Nuggets,2020-21,Nikola Jokić,j/jokicni01,C
Denver Nuggets,2020-21,JaVale McGee,m/mcgeeja01,C
Denver Nuggets,2020-21,Paul Millsap,m/millspa01,PF
Denver Nuggets,2020-21,Monte Morris,m/morrimo01,PG
Denver Nuggets,2020-21,Jamal Murray,m/murraja01,PG
Denver Nuggets,2020-21,Zeke Nnaji,n/nnajize01,PF
Denver Nuggets,2020-21,Michael Porter Jr.,p/portemi01,SF
Denver Nuggets,2020-21,Austin Rivers,r/riverau01,SG
Denver Nuggets,2020-21,Greg Whittington,w/whittgr01,PF
Denver Nuggets,2019-20,Will Barton,b/bartowi01,SF
Denver Nuggets,2019-20,Keita Bates-Diop,b/bateske01,SF
Denver Nuggets,2019-20,Malik Beasley,b/beaslma01,SG
Denver Nuggets,2019-20,Bol Bol,b/bolbo01,PF
Denver Nuggets,2019-20,Vlatko Čančar,c/cancavl01,PF
Denver Nuggets,2019-20,Tyler Cook,c/cookty01,SF
Denver Nuggets,2019-20,Torrey Craig,c/craigto01,SF
Denver Nuggets,2019-20,Troy Daniels,d/danietr01,SG
Denver Nuggets,2019-20,PJ Dozier,d/doziepj01,SG
Denver Nuggets,2019-20,Jerami Grant,g/grantje01,PF
Denver Nuggets,2019-20,Gary Harris,h/harriga01,SG
Denver Nuggets,2019-20,Juancho Hernangómez,h/hernaju01,PF
Denver Nuggets,2019-20,Nikola Jokić,j/jokicni01,C
Denver Nuggets,2019-20,Jordan McRae,m/mcraejo01,SG
Denver Nuggets,2019-20,Paul Millsap,m/millspa01,PF
Denver Nuggets,2019-20,Monte Morris,m/morrimo01,PG
Denver Nuggets,2019-20,Jamal Murray,m/murraja01,PG
Denver Nuggets,2019-20,Mason Plumlee,p/plumlma01,C
Denver Nuggets,2019-20,Michael Porter Jr.,p/portemi01,SF
Denver Nuggets,2019-20,Jarred Vanderbilt,v/vandeja01,PF
Denver Nuggets,2019-20,Noah Vonleh,v/vonleno01,C
Denver Nuggets,2018-19,DeVaughn Akoon-Purcell,a/akoonde01,SG
Denver Nuggets,2018-19,Will Barton,b/bartowi01,SF
Denver Nuggets,2018-19,Malik Beasley,b/beaslma01,SG
Denver Nuggets,2018-19,Torrey Craig,c/craigto01,SF
Denver Nuggets,2018-19,Brandon Goodwin,g/goodwbr01,PG
Denver Nuggets,2018-19,Gary Harris,h/harriga01,SG
Denver Nuggets,2018-19,Juancho Hernangómez,h/hernaju01,PF
Denver Nuggets,2018-19,Nikola Jokić,j/jokicni01,C
Denver Nuggets,2018-19,Tyler Lydon,l/lydonty01,PF
Denver Nuggets,2018-19,Trey Lyles,l/lylestr01,PF
Denver Nuggets,2018-19,Paul Millsap,m/millspa01,PF
Denver Nuggets,2018-19,Monte Morris,m/morrimo01,PG
Denver Nuggets,2018-19,Jamal Murray,m/murraja01,PG
Denver Nuggets,2018-19,Mason Plumlee,p/plumlma01,C
Denver Nuggets,2018-19,Isaiah Thomas,t/thomais02,SG
Denver Nuggets,2018-19,Jarred Vanderbilt,v/vandeja01,PF
Denver Nuggets,2018-19,Thomas Welsh,w/welshth01,C
Denver Nuggets,2018-19,Nick Young,y/youngni01,SG
Denver Nuggets,2017-18,Darrell Arthur,a/arthuda01,PF
Denver Nuggets,2017-18,Will Barton,b/bartowi01,SG
Denver Nuggets,2017-18,Malik Beasley,b/beaslma01,SG
Denver Nuggets,2017-18,Wilson Chandler,c/chandwi01,SF
Denver Nuggets,2017-18,Torrey Craig,c/craigto01,SF
Denver Nuggets,2017-18,Kenneth Faried,f/farieke01,PF
Denver Nuggets,2017-18,Devin Harris,h/harride01,PG
Denver Nuggets,2017-18,Gary Harris,h/harriga01,SG
Denver Nuggets,2017-18,Juancho Hernangómez,h/hernaju01,PF
Denver Nuggets,2017-18,Richard Jefferson,j/jefferi01,SF
Denver Nuggets,2017-18,Nikola Jokić,j/jokicni01,C
Denver Nuggets,2017-18,Tyler Lydon,l/lydonty01,PF
Denver Nuggets,2017-18,Trey Lyles,l/lylestr01,PF
Denver Nuggets,2017-18,Paul Millsap,m/millspa01,PF
Denver Nuggets,2017-18,Monte Morris,m/morrimo01,PG
Denver Nuggets,2017-18,Emmanuel Mudiay,m/mudiaem01,PG
Denver Nuggets,2017-18,Jamal Murray,m/murraja01,PG
Denver Nuggets,2017-18,Mason Plumlee,p/plumlma01,C
Denver Nuggets,2016-17,Darrell Arthur,a/arthuda01,PF
Denver Nuggets,2016-17,Will Barton,b/bartowi01,SG
Denver Nuggets,2016-17,Malik Beasley,b/beaslma01,SG
Denver Nuggets,2016-17,Wilson Chandler,c/chandwi01,SF
Denver Nuggets,2016-17,Kenneth Faried,f/farieke01,PF
Denver Nuggets,2016-17,Danilo Gallinari,g/gallida01,SF
Denver Nuggets,2016-17,Alonzo Gee,g/geeal01,SF
Denver Nuggets,2016-17,Gary Harris,h/harriga01,SG
Denver Nuggets,2016-17,Juancho Hernangómez,h/hernaju01,PF
Denver Nuggets,2016-17,Roy Hibbert,h/hibbero01,C
Denver Nuggets,2016-17,Nikola Jokić,j/jokicni01,C
Denver Nuggets,2016-17,Mike Miller,m/millemi01,SF
Denver Nuggets,2016-17,Emmanuel Mudiay,m/mudiaem01,PG
